Livre	NOM	livre
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
dévouements	NOM	dévouement
las	ADJ	las
,	PUN	,
les	DET:ART	le
héroïsmes	NOM	héroïsme
vieillis	VER:pper	vieillir
,	PUN	,
les	DET:ART	le
ambitions	NOM	ambition
repues	VER:pper	repaître
,	PUN	,
les	DET:ART	le
fortunes	NOM	fortune
faites	VER:pres	faire
,	PUN	,
cherchent	VER:pres	chercher
,	PUN	,
réclament	VER:pres	réclamer
,	PUN	,
implorent	VER:pres	implorer
,	PUN	,
sollicitent	VER:pres	solliciter
,	PUN	,
quoi	PRO	quoi
?	SENT	?
<EOS>	<EOS>	<EOS>
Un	DET:ART	un
gîte	NOM	gîte
.	SENT	.
<EOS>	<EOS>	<EOS>
Ils	PRO:PER	il
l'	PRO:PER	la|le
ont	VER:pres	avoir
.	SENT	.
<EOS>	<EOS>	<EOS>
Ils	PRO:PER	il
prennent	VER:pres	prendre
possession	NOM	possession
de	PRP	de
la	DET:ART	le
paix	NOM	paix
,	PUN	,
de	PRP	de
la	DET:ART	le
tranquillité	NOM	tranquillité
,	PUN	,
du	PRP:det	du
loisir	NOM	loisir
;	PUN	;
les	DET:ART	le
voilà	ADV	voilà
contents	ADJ	content
.	SENT	.
<EOS>	<EOS>	<EOS>
Cependant	ADV	cependant
en	PRP	en
même	ADJ	même
temps	NOM	temps
de	PRP	de
certains	PRO:IND	certain
faits	NOM	fait
surgissent	VER:pres	surgir
,	PUN	,
se	PRO:PER	se
font	VER:pres	faire
reconnaître	VER:infi	reconnaître
et	KON	et
frappent	VER:pres	frapper
à	PRP	à
la	DET:ART	le
porte	NOM	porte
de	PRP	de
leur	DET:POS	leur
côté	NOM	côté
.	SENT	.
<EOS>	<EOS>	<EOS>
Ces	PRO:DEM	ce
faits	NOM	fait
sont	VER:pres	être
sortis	VER:pper	sortir
des	PRP:det	du
révolutions	NOM	révolution
et	KON	et
des	PRP:det	du
guerres	NOM	guerre
,	PUN	,
ils	PRO:PER	il
sont	VER:pres	être
,	PUN	,
ils	PRO:PER	il
vivent	VER:pres	vivre
,	PUN	,
ils	PRO:PER	il
ont	VER:pres	avoir
droit	ADJ	droit
de	PRP	de
s'	PRO:PER	se
installer	VER:infi	installer
dans	PRP	dans
la	DET:ART	le
société	NOM	société
et	KON	et
ils	PRO:PER	il
s'	PRO:PER	se
y	PRO:PER	y
installent	VER:pres	installer
;	PUN	;
et	KON	et
la	DET:ART	le
plupart	NOM	plupart
du	PRP:det	du
temps	NOM	temps
les	DET:ART	le
faits	NOM	fait
sont	VER:pres	être
des	PRP:det	du
maréchaux	NOM	maréchal
des	PRP:det	du
logis	NOM	logis
et	KON	et
des	PRP:det	du
fourriers	NOM	fourrier
qui	PRO:REL	qui
ne	ADV	ne
font	VER:pres	faire
que	KON	que
préparer	VER:infi	préparer
le	DET:ART	le
logement	NOM	logement
aux	PRP:det	au
principes	NOM	principe
.	SENT	.
<EOS>	<EOS>	<EOS>
Alors	ADV	alors
voici	ADV	voici
ce	PRO:DEM	ce
qui	PRO:REL	qui
apparaît	VER:pres	apparaître
aux	PRP:det	au
philosophes	NOM	philosophe
politiques	ADJ	politique
:	PUN	:
En	PRP	en
même	ADJ	même
temps	NOM	temps
que	KON	que
les	DET:ART	le
hommes	NOM	homme
fatigués	VER:pper	fatiguer
demandent	VER:pres	demander
le	DET:ART	le
repos	NOM	repos
,	PUN	,
les	DET:ART	le
faits	NOM	fait
accomplis	VER:pper	accomplir
demandent	VER:pres	demander
des	PRP:det	du
garanties	NOM	garantie
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
garanties	NOM	garantie
pour	PRP	pour
les	DET:ART	le
faits	NOM	fait
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
la	DET:ART	le
même	ADJ	même
chose	NOM	chose
que	KON	que
le	DET:ART	le
repos	NOM	repos
pour	PRP	pour
les	DET:ART	le
hommes	NOM	homme
.	SENT	.
<EOS>	<EOS>	<EOS>
C'	PRO:DEM	ce
est	VER:pres	être
ce	PRO:DEM	ce
que	PRO:REL	que
l'	DET:ART	le
Angleterre	NAM	angleterre
demandait	VER:impf	demander
aux	PRP:det	au
Stuarts	NOM	stuarts
après	PRP	après
le	DET:ART	le
Protecteur	NOM	protecteur
[	PUN	[
3	NUM	@card@
]	PUN	]
;	PUN	;
c'	PRO:DEM	ce
est	VER:pres	être
ce	PRO:DEM	ce
que	PRO:REL	que
la	DET:ART	le
France	NAM	france
demandait	VER:impf	demander
aux	PRP:det	au
Bourbons	NAM	bourbons
après	PRP	après
l'	DET:ART	le
Empire	NAM	empire
.	SENT	.
<EOS>	<EOS>	<EOS>
Ces	PRO:DEM	ce
garanties	NOM	garantie
sont	VER:pres	être
une	DET:ART	un
nécessité	NOM	nécessité
des	PRP:det	du
temps	NOM	temps
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
faut	VER:pres	falloir
bien	ADV	bien
les	PRO:PER	la|le
accorder	VER:infi	accorder
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
princes	NOM	prince
les	DET:ART	le
«	PUN:cit	«
octroient	VER:pres	octroyer
»	PUN:cit	»
,	PUN	,
mais	KON	mais
en	PRP	en
réalité	NOM	réalité
c'	PRO:DEM	ce
est	VER:pres	être
la	DET:ART	le
force	NOM	force
des	PRP:det	du
choses	NOM	chose
qui	PRO:REL	qui
les	PRO:PER	la|le
donne	VER:pres	donner
.	SENT	.
<EOS>	<EOS>	<EOS>
Vérité	NOM	vérité
profonde	ADJ	profond
et	KON	et
utile	ADJ	utile
à	PRP	à
savoir	VER:infi	savoir
,	PUN	,
dont	PRO:REL	dont
les	DET:ART	le
Stuarts	NOM	stuarts
ne	ADV	ne
se	PRO:PER	se
doutèrent	VER:simp	douter
pas	ADV	pas
en	PRP	en
1660	NUM	@card@
,	PUN	,
que	KON	que
les	DET:ART	le
Bourbons	NAM	bourbons
n'	ADV	ne
entrevirent	VER:simp	entrevoir
même	ADV	même
pas	ADV	pas
en	PRP	en
1814.	NAM	@ord@
<EOS>	<EOS>	<EOS>
La	DET:ART	le
famille	NOM	famille
prédestinée	ADJ	prédestiné
qui	PRO:REL	qui
revint	VER:simp	revenir
en	PRP	en
France	NAM	france
quand	KON	quand
Napoléon	NAM	napoléon
s'	PRO:PER	se
écroula	VER:simp	écrouler
eut	VER:simp	avoir
la	DET:ART	le
simplicité	NOM	simplicité
fatale	ADJ	fatal
de	PRP	de
croire	VER:infi	croire
que	KON	que
c'	PRO:DEM	ce
était	VER:impf	être
elle	PRO:PER	elle
qui	PRO:REL	qui
donnait	VER:impf	donner
,	PUN	,
et	KON	et
que	KON	que
ce	PRO:DEM	ce
qu'	PRO:REL	que
elle	PRO:PER	elle
avait	VER:impf	avoir
donné	VER:pper	donner
elle	PRO:PER	elle
pouvait	VER:impf	pouvoir
le	PRO:PER	le
reprendre	VER:infi	reprendre
;	PUN	;
que	KON	que
la	DET:ART	le
maison	NOM	maison
de	PRP	de
Bourbon	NAM	bourbon
possédait	VER:impf	posséder
le	DET:ART	le
droit	NOM	droit
divin	ADJ	divin
,	PUN	,
que	KON	que
la	DET:ART	le
France	NAM	france
ne	ADV	ne
possédait	VER:impf	posséder
rien	ADV	rien
;	PUN	;
et	KON	et
que	KON	que
le	DET:ART	le
droit	NOM	droit
politique	ADJ	politique
concédé	VER:pper	concéder
dans	PRP	dans
la	DET:ART	le
charte	NOM	charte
de	PRP	de
Louis	NAM	louis
XVIII	NUM	xviii
n'	ADV	ne
était	VER:impf	être
autre	ADJ	autre
chose	NOM	chose
qu'	KON	que
une	DET:ART	un
branche	NOM	branche
du	PRP:det	du
droit	NOM	droit
divin	ADJ	divin
,	PUN	,
détachée	VER:pper	détacher
par	PRP	par
la	DET:ART	le
maison	NOM	maison
de	PRP	de
Bourbon	NAM	bourbon
et	KON	et
gracieusement	ADV	gracieusement
donnée	VER:pper	donner
au	PRP:det	au
peuple	NOM	peuple
jusqu'	PRP	jusque
au	PRP:det	au
jour	NOM	jour
où	PRO:REL	où
il	PRO:PER	il
plairait	VER:cond	plaire
au	PRP:det	au
roi	NOM	roi
de	PRP	de
s'	PRO:PER	se
en	PRP	en
ressaisir	VER:infi	ressaisir
.	SENT	.
<EOS>	<EOS>	<EOS>
Cependant	ADV	cependant
,	PUN	,
au	PRP:det	au
déplaisir	NOM	déplaisir
que	KON	que
le	DET:ART	le
don	NOM	don
lui	PRO:PER	lui
faisait	VER:impf	faire
,	PUN	,
la	DET:ART	le
maison	NOM	maison
de	PRP	de
Bourbon	NOM	bourbon
aurait	VER:cond	avoir
dû	VER:pper	devoir
sentir	VER:infi	sentir
qu'	KON	que
il	PRO:PER	il
ne	ADV	ne
venait	VER:impf	venir
pas	ADV	pas
d'	PRP	de
elle	PRO:PER	elle
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
fut	VER:simp	être
hargneuse	ADJ	hargneux
au	PRP:det	au
dix-neuvième	NUM	dix-neuvième
siècle	NOM	siècle
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
fit	VER:simp	faire
mauvaise	ADJ	mauvais
mine	NOM	mine
à	PRP	à
chaque	PRO:IND	chaque
épanouissement	NOM	épanouissement
de	PRP	de
la	DET:ART	le
nation	NOM	nation
.	SENT	.
<EOS>	<EOS>	<EOS>
Pour	PRP	pour
nous	PRO:PER	nous
servir	VER:infi	servir
du	PRP:det	du
mot	NOM	mot
trivial	ADJ	trivial
,	PUN	,
c'	PRO:DEM	ce
est-à-dire	ADV	est-à-dire
populaire	ADJ	populaire
et	KON	et
vrai	ADJ	vrai
,	PUN	,
elle	PRO:PER	elle
rechigna	VER:simp	rechigner
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
peuple	NOM	peuple
le	PRO:PER	le
vit	VER:pres	vivre
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
crut	VER:simp	croire
qu'	KON	que
elle	PRO:PER	elle
avait	VER:impf	avoir
de	PRP	de
la	DET:ART	le
force	NOM	force
parce	KON	parce
que	KON	que
l'	DET:ART	le
Empire	NOM	empire
avait	VER:impf	avoir
été	VER:pper	être
emporté	VER:pper	emporter
devant	PRP	devant
elle	PRO:PER	elle
comme	KON	comme
un	DET:ART	un
châssis	NOM	châssis
de	PRP	de
théâtre	NOM	théâtre
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
ne	ADV	ne
s'	PRO:PER	se
aperçut	VER:simp	apercevoir
pas	ADV	pas
qu'	KON	que
elle	PRO:PER	elle
avait	VER:impf	avoir
été	VER:pper	être
apportée	VER:pper	apporter
elle	PRO:PER	elle
-même	ADJ	même
de	PRP	de
la	DET:ART	le
même	ADJ	même
façon	NOM	façon
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
ne	ADV	ne
vit	VER:pres	vivre
pas	ADV	pas
qu'	KON	que
elle	PRO:PER	elle
aussi	ADV	aussi
était	VER:impf	être
dans	PRP	dans
cette	PRO:DEM	ce
main	NOM	main
qui	PRO:REL	qui
avait	VER:impf	avoir
ôté	VER:pper	ôter
de	PRP	de
là	ADV	là
Napoléon	NAM	napoléon
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
crut	VER:simp	croire
qu'	KON	que
elle	PRO:PER	elle
avait	VER:impf	avoir
des	PRP:det	du
racines	NOM	racine
parce	KON	parce
qu'	PRO:REL	que
elle	PRO:PER	elle
était	VER:impf	être
le	DET:ART	le
passé	NOM	passé
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
se	PRO:PER	se
trompait	VER:impf	tromper
;	PUN	;
elle	PRO:PER	elle
faisait	VER:impf	faire
partie	VER:pper	partir
du	PRP:det	du
passé	NOM	passé
,	PUN	,
mais	KON	mais
tout	PRO:IND	tout
le	DET:ART	le
passé	NOM	passé
,	PUN	,
c'	PRO:DEM	ce
était	VER:impf	être
la	DET:ART	le
France	NAM	france
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
racines	NOM	racine
de	PRP	de
la	DET:ART	le
société	NOM	société
française	ADJ	français
n'	ADV	ne
étaient	VER:impf	être
point	ADV	point
dans	PRP	dans
les	DET:ART	le
Bourbons	NAM	bourbons
,	PUN	,
mais	KON	mais
dans	PRP	dans
la	DET:ART	le
nation	NOM	nation
.	SENT	.
<EOS>	<EOS>	<EOS>
Ces	PRO:DEM	ce
obscures	ADJ	obscur
et	KON	et
vivaces	ADJ	vivace
racines	NOM	racine
ne	ADV	ne
constituaient	VER:impf	constituer
point	ADV	point
le	DET:ART	le
droit	NOM	droit
d'	PRP	de
une	DET:ART	un
famille	NOM	famille
,	PUN	,
mais	KON	mais
l'	DET:ART	le
histoire	NOM	histoire
d'	PRP	de
un	DET:ART	un
peuple	NOM	peuple
.	SENT	.
<EOS>	<EOS>	<EOS>
Elles	PRO:PER	elle
étaient	VER:impf	être
partout	ADV	partout
,	PUN	,
excepté	VER:pper	excepter
sous	PRP	sous
le	DET:ART	le
trône	NOM	trône
.	SENT	.
<EOS>	<EOS>	<EOS>
La	DET:ART	le
maison	NOM	maison
de	PRP	de
Bourbon	NAM	bourbon
était	VER:impf	être
pour	PRP	pour
la	DET:ART	le
France	NAM	france
le	DET:ART	le
nœud	NOM	nœud
illustre	ADJ	illustre
et	KON	et
sanglant	VER:ppre	sangler
de	PRP	de
son	DET:POS	son
histoire	NOM	histoire
,	PUN	,
mais	KON	mais
n'	ADV	ne
était	VER:impf	être
plus	ADV	plus
l'	DET:ART	le
élément	NOM	élément
principal	ADJ	principal
de	PRP	de
sa	DET:POS	son
destinée	NOM	destinée
et	KON	et
la	DET:ART	le
base	NOM	base
nécessaire	ADJ	nécessaire
de	PRP	de
sa	DET:POS	son
politique	NOM	politique
.	SENT	.
<EOS>	<EOS>	<EOS>
On	PRO:PER	on
pouvait	VER:impf	pouvoir
se	PRO:PER	se
passer	VER:infi	passer
des	PRP:det	du
Bourbons	NAM	bourbons
;	PUN	;
on	PRO:PER	on
s'	PRO:PER	se
en	PRO:PER	en
était	VER:impf	être
passé	VER:pper	passer
vingt-deux	NUM	vingt-deux
ans	NOM	an
;	PUN	;
il	PRO:PER	il
y	PRO:PER	y
avait	VER:impf	avoir
eu	VER:pper	avoir
solution	NOM	solution
de	PRP	de
continuité	NOM	continuité
;	PUN	;
ils	PRO:PER	il
ne	ADV	ne
s'	PRO:PER	se
en	PRO:PER	en
doutaient	VER:impf	douter
pas	ADV	pas
.	SENT	.
<EOS>	<EOS>	<EOS>
Et	KON	et
comment	ADV	comment
s'	PRO:PER	se
en	PRO:PER	en
seraient	VER:cond	être
-ils	PRO:PER	il
doutés	VER:pper	douter
,	PUN	,
eux	PRO:PER	eux
qui	PRO:REL	qui
se	PRO:PER	se
figuraient	VER:impf	figurer
que	KON	que
Louis	NAM	louis
XVII	NUM	xvii
régnait	VER:impf	régner
le	DET:ART	le
9	NUM	@card@
thermidor	NOM	thermidor
et	KON	et
que	KON	que
Louis	NAM	louis
XVIII	NUM	xviii
régnait	VER:impf	régner
le	DET:ART	le
jour	NOM	jour
de	PRP	de
Marengo	NAM	marengo
?	SENT	?
<EOS>	<EOS>	<EOS>
Jamais	ADV	jamais
,	PUN	,
depuis	PRP	depuis
l'	DET:ART	le
origine	NOM	origine
de	PRP	de
l'	DET:ART	le
histoire	NOM	histoire
,	PUN	,
les	DET:ART	le
princes	NOM	prince
n'	ADV	ne
avaient	VER:impf	avoir
été	VER:pper	être
si	ADV	si
aveugles	ADJ	aveugle
en	PRP	en
présence	NOM	présence
des	PRP:det	du
faits	NOM	fait
et	KON	et
de	PRP	de
la	DET:ART	le
portion	NOM	portion
d'	PRP	de
autorité	NOM	autorité
divine	ADJ	divin
que	KON	que
les	DET:ART	le
faits	NOM	fait
contiennent	VER:pres	contenir
et	KON	et
promulguent	VER:pres	promulguer
.	SENT	.
<EOS>	<EOS>	<EOS>
Jamais	ADV	jamais
cette	PRO:DEM	ce
prétention	NOM	prétention
d'	PRP	de
en	PRP	en
bas	ADV	bas
qu'	KON	que
on	PRO:PER	on
appelle	VER:pres	appeler
le	DET:ART	le
droit	NOM	droit
des	PRP:det	du
rois	NOM	roi
n'	ADV	ne
avait	VER:impf	avoir
nié	VER:pper	nier
à	PRP	à
ce	PRO:DEM	ce
point	NOM	point
le	DET:ART	le
droit	NOM	droit
d'	PRP	de
en	PRP	en
haut	ADJ	haut
.	SENT	.
<EOS>	<EOS>	<EOS>
Erreur	NOM	erreur
capitale	ADJ	capital
qui	PRO:REL	qui
amena	VER:simp	amener
cette	PRO:DEM	ce
famille	NOM	famille
à	PRP	à
remettre	VER:infi	remettre
la	DET:ART	le
main	NOM	main
sur	PRP	sur
les	DET:ART	le
garanties	NOM	garantie
«	PUN:cit	«
octroyées	VER:pper	octroyer
»	PUN:cit	»
en	PRP	en
1814	NUM	@card@
,	PUN	,
sur	PRP	sur
les	DET:ART	le
concessions	NOM	concession
,	PUN	,
comme	KON	comme
elle	PRO:PER	elle
les	PRO:PER	la|le
qualifiait	VER:impf	qualifier
.	SENT	.
<EOS>	<EOS>	<EOS>
Chose	NOM	chose
triste	ADJ	triste
!	SENT	!
<EOS>	<EOS>	<EOS>
ce	PRO:DEM	ce
qu'	PRO:REL	que
elle	PRO:PER	elle
nommait	VER:impf	nommer
ses	DET:POS	son
concessions	NOM	concession
,	PUN	,
c'	PRO:DEM	ce
étaient	VER:impf	être
nos	DET:POS	notre
conquêtes	NOM	conquête
;	PUN	;
ce	PRO:DEM	ce
qu'	PRO:REL	que
elle	PRO:PER	elle
appelait	VER:impf	appeler
nos	DET:POS	notre
empiétements	NOM	empiétement
,	PUN	,
c'	PRO:DEM	ce
étaient	VER:impf	être
nos	DET:POS	notre
droits	NOM	droit
.	SENT	.
<EOS>	<EOS>	<EOS>
Lorsque	KON	lorsque
l'	DET:ART	le
heure	NOM	heure
lui	PRO:PER	lui
sembla	VER:simp	sembler
venue	VER:pper	venir
,	PUN	,
la	DET:ART	le
Restauration	NOM	restauration
,	PUN	,
se	PRO:PER	se
supposant	VER:ppre	supposer
victorieuse	ADJ	victorieux
de	PRP	de
Bonaparte	NAM	bonaparte
et	KON	et
enracinée	VER:pper	enraciner
dans	PRP	dans
le	DET:ART	le
pays	NOM	pays
,	PUN	,
c'	PRO:DEM	ce
est-à-dire	ADV	est-à-dire
se	PRO:PER	se
croyant	VER:ppre	croire
forte	ADJ	fort
et	KON	et
se	PRO:PER	se
