Livre	NOUN	livre
travers	NOUN	travers
les	DET	le
nuages	NOUN	nuage
orageux	ADJ	orageux
des	ADP	du
systèmes	NOUN	système
,	PUNCT	,
des	ADP	du
passions	NOUN	passion
et	CONJ	et
des	ADP	du
théories	NOUN	théorie
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Ces	PRON	ce
apparitions	NOUN	apparition
et	CONJ	et
ces	PRON	ce
disparitions	NOUN	disparition
ont	VERB	avoir
été	VERB	être
nommées	VERB	nommer
la	DET	le
résistance	NOUN	résistance
et	CONJ	et
le	DET	le
mouvement	NOUN	mouvement
[	PUNCT	[
1	NUM	@card@
]	PUNCT	]
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Par	ADP	par
intervalles	NOUN	intervalle
on	PRON	on
y	PRON	y
voit	VERB	voir
luire	VERB	luire
la	DET	le
vérité	NOUN	vérité
,	PUNCT	,
ce	PRON	ce
jour	NOUN	jour
de	ADP	de
l'	DET	le
âme	NOUN	âme
humaine	ADJ	humain
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Cette	PRON	ce
remarquable	ADJ	remarquable
époque	NOUN	époque
est	VERB	être
assez	ADV	assez
circonscrite	VERB	circonscrire
et	CONJ	et
commence	VERB	commencer
à	ADP	à
s'	PRON	se
éloigner	VERB	éloigner
assez	ADV	assez
de	ADP	de
nous	PRON	nous
pour	CONJ	pour
qu'	PRON	que
on	PRON	on
puisse	VERB	pouvoir
en	ADP	en
saisir	VERB	saisir
dès	ADP	dès
à	ADP	à
présent	ADJ	présent
les	DET	le
lignes	NOUN	ligne
principales	ADJ	principal
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Nous	PRON	nous
allons	VERB	aller
l'	PRON	la|le
essayer	VERB	essayer
.	PUNCT	.
<EOS>	<EOS>	<EOS>
La	DET	le
Restauration	NOUN	restauration
avait	VERB	avoir
été	VERB	être
une	NUM	un
de	ADP	de
ces	PRON	ce
phases	NOUN	phase
intermédiaires	ADJ	intermédiaire
difficiles	ADJ	difficile
à	ADP	à
définir	VERB	définir
,	PUNCT	,
où	PRON	où
il	PRON	il
y	PRON	y
a	VERB	avoir
de	ADP	de
la	DET	le
fatigue	NOUN	fatigue
,	PUNCT	,
du	ADP	du
bourdonnement	NOUN	bourdonnement
,	PUNCT	,
des	ADP	du
murmures	NOUN	murmure
,	PUNCT	,
du	ADP	du
sommeil	NOUN	sommeil
,	PUNCT	,
du	ADP	du
tumulte	NOUN	tumulte
,	PUNCT	,
et	CONJ	et
qui	PRON	qui
ne	ADV	ne
sont	VERB	être
autre	ADJ	autre
chose	NOUN	chose
que	CONJ	que
l'	DET	le
arrivée	NOUN	arrivé|arrivée
d'	ADP	de
une	DET	un
grande	ADJ	grand
nation	NOUN	nation
à	ADP	à
une	DET	un
étape	NOUN	étape
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Ces	PRON	ce
époques	NOUN	époque
sont	VERB	être
singulières	ADJ	singulier
et	CONJ	et
trompent	VERB	tromper
les	DET	le
politiques	ADJ	politique
qui	PRON	qui
veulent	VERB	vouloir
les	PRON	la|le
exploiter	VERB	exploiter
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Au	ADP	au
début	NOUN	début
,	PUNCT	,
la	DET	le
nation	NOUN	nation
ne	ADV	ne
demande	VERB	demander
que	CONJ	que
le	DET	le
repos	NOUN	repos
;	PUNCT	;
on	PRON	on
n'	ADV	ne
a	VERB	avoir
qu'	CONJ	que
une	DET	un
soif	NOUN	soif
,	PUNCT	,
la	DET	le
paix	NOUN	paix
;	PUNCT	;
on	PRON	on
n'	ADV	ne
a	VERB	avoir
qu'	CONJ	que
une	DET	un
ambition	NOUN	ambition
,	PUNCT	,
être	VERB	être
petit	ADJ	petit
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Ce	PRON	ce
qui	PRON	qui
est	VERB	être
la	DET	le
traduction	NOUN	traduction
de	ADP	de
rester	VERB	rester
tranquille	ADJ	tranquille
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Les	DET	le
grands	ADJ	grand
événements	NOUN	événement
,	PUNCT	,
les	DET	le
grands	ADJ	grand
hasards	NOUN	hasard
,	PUNCT	,
les	DET	le
grandes	ADJ	grand
aventures	NOUN	aventure
,	PUNCT	,
les	DET	le
grands	ADJ	grand
hommes	NOUN	homme
,	PUNCT	,
Dieu	NOUN	dieu
merci	NOUN	merci
,	PUNCT	,
on	PRON	on
en	PRON	en
a	VERB	avoir
assez	ADV	assez
vu	VERB	voir
,	PUNCT	,
on	PRON	on
en	PRON	en
a	VERB	avoir
par-dessus	ADV	par-dessus
la	DET	le
tête	NOUN	tête
.	PUNCT	.
<EOS>	<EOS>	<EOS>
On	PRON	on
donnerait	VERB	donner
César	NOUN	césar
pour	ADP	pour
Prusias	NOUN	prusias
et	CONJ	et
Napoléon	NOUN	napoléon
pour	ADP	pour
le	DET	le
roi	NOUN	roi
d'	ADP	de
Yvetot	NOUN	yvetot
[	PUNCT	[
2	NUM	@card@
]	PUNCT	]
.	PUNCT	.
<EOS>	<EOS>	<EOS>
«	PUNCT	«
Quel	NOUN	quel
bon	ADV	bon
petit	ADJ	petit
roi	NOUN	roi
c'	PRON	ce
était	VERB	être
là	ADV	là
!	PUNCT	!
<EOS>	<EOS>	<EOS>
»	PUNCT	»
On	NOUN	on
a	VERB	avoir
marché	VERB	marcher
depuis	ADP	depuis
le	DET	le
point	NOUN	point
du	ADP	du
jour	NOUN	jour
,	PUNCT	,
on	PRON	on
est	VERB	être
au	ADP	au
soir	NOUN	soir
d'	ADP	de
une	DET	un
longue	ADJ	longue
et	CONJ	et
rude	ADJ	rude
journée	NOUN	journée
;	PUNCT	;
on	PRON	on
a	VERB	avoir
fait	VERB	faire
le	DET	le
premier	NUM	premier
relais	NOUN	relais
avec	ADP	avec
Mirabeau	NOUN	mirabeau
,	PUNCT	,
le	DET	le
second	NOUN	second
avec	ADP	avec
Robespierre	NOUN	robespierre
,	PUNCT	,
le	DET	le
troisième	NUM	troisième
avec	ADP	avec
Bonaparte	NOUN	bonaparte
;	PUNCT	;
on	PRON	on
est	VERB	être
éreinté	VERB	éreinter
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Chacun	PRON	chacun
demande	VERB	demander
un	DET	un
lit	NOUN	lit
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Les	DET	le
dévouements	NOUN	dévouement
las	ADJ	las
,	PUNCT	,
les	DET	le
héroïsmes	NOUN	héroïsme
vieillis	VERB	vieillir
,	PUNCT	,
les	DET	le
ambitions	NOUN	ambition
repues	VERB	repaître
,	PUNCT	,
les	DET	le
fortunes	NOUN	fortune
faites	VERB	faire
,	PUNCT	,
cherchent	VERB	chercher
,	PUNCT	,
réclament	VERB	réclamer
,	PUNCT	,
implorent	VERB	implorer
,	PUNCT	,
sollicitent	VERB	solliciter
,	PUNCT	,
quoi	PRON	quoi
?	PUNCT	?
<EOS>	<EOS>	<EOS>
Un	DET	un
gîte	NOUN	gîte
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Ils	PRON	il
l'	PRON	la|le
ont	VERB	avoir
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Ils	PRON	il
prennent	VERB	prendre
possession	NOUN	possession
de	ADP	de
la	DET	le
paix	NOUN	paix
,	PUNCT	,
de	ADP	de
la	DET	le
tranquillité	NOUN	tranquillité
,	PUNCT	,
du	ADP	du
loisir	NOUN	loisir
;	PUNCT	;
les	DET	le
voilà	ADV	voilà
contents	ADJ	content
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Cependant	ADV	cependant
en	ADP	en
même	ADJ	même
temps	NOUN	temps
de	ADP	de
certains	PRON	certain
faits	NOUN	fait
surgissent	VERB	surgir
,	PUNCT	,
se	PRON	se
font	VERB	faire
reconnaître	VERB	reconnaître
et	CONJ	et
frappent	VERB	frapper
à	ADP	à
la	DET	le
porte	NOUN	porte
de	ADP	de
leur	PRON	leur
côté	NOUN	côté
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Ces	PRON	ce
faits	NOUN	fait
sont	VERB	être
sortis	VERB	sortir
des	ADP	du
révolutions	NOUN	révolution
et	CONJ	et
des	ADP	du
guerres	NOUN	guerre
,	PUNCT	,
ils	PRON	il
sont	VERB	être
,	PUNCT	,
ils	PRON	il
vivent	VERB	vivre
,	PUNCT	,
ils	PRON	il
ont	VERB	avoir
droit	ADJ	droit
de	ADP	de
s'	PRON	se
installer	VERB	installer
dans	ADP	dans
la	DET	le
société	NOUN	société
et	CONJ	et
ils	PRON	il
s'	PRON	se
y	PRON	y
installent	VERB	installer
;	PUNCT	;
et	CONJ	et
la	DET	le
plupart	NOUN	plupart
du	ADP	du
temps	NOUN	temps
les	DET	le
faits	NOUN	fait
sont	VERB	être
des	ADP	du
maréchaux	NOUN	maréchal
des	ADP	du
logis	NOUN	logis
et	CONJ	et
des	ADP	du
fourriers	NOUN	fourrier
qui	PRON	qui
ne	ADV	ne
font	VERB	faire
que	CONJ	que
préparer	VERB	préparer
le	DET	le
logement	NOUN	logement
aux	ADP	au
principes	NOUN	principe
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Alors	ADV	alors
voici	ADV	voici
ce	PRON	ce
qui	PRON	qui
apparaît	VERB	apparaître
aux	ADP	au
philosophes	NOUN	philosophe
politiques	ADJ	politique
:	PUNCT	:
En	ADP	en
même	ADJ	même
temps	NOUN	temps
que	CONJ	que
les	DET	le
hommes	NOUN	homme
fatigués	VERB	fatiguer
demandent	VERB	demander
le	DET	le
repos	NOUN	repos
,	PUNCT	,
les	DET	le
faits	NOUN	fait
accomplis	VERB	accomplir
demandent	VERB	demander
des	ADP	du
garanties	NOUN	garantie
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Les	DET	le
garanties	NOUN	garantie
pour	ADP	pour
les	DET	le
faits	NOUN	fait
,	PUNCT	,
c'	PRON	ce
est	VERB	être
la	DET	le
même	ADJ	même
chose	NOUN	chose
que	CONJ	que
le	DET	le
repos	NOUN	repos
pour	ADP	pour
les	DET	le
hommes	NOUN	homme
.	PUNCT	.
<EOS>	<EOS>	<EOS>
C'	PRON	ce
est	VERB	être
ce	PRON	ce
que	PRON	que
l'	DET	le
Angleterre	NOUN	angleterre
demandait	VERB	demander
aux	ADP	au
Stuarts	NOUN	stuarts
après	ADP	après
le	DET	le
Protecteur	NOUN	protecteur
[	PUNCT	[
3	NUM	@card@
]	PUNCT	]
;	PUNCT	;
c'	PRON	ce
est	VERB	être
ce	PRON	ce
que	PRON	que
la	DET	le
France	NOUN	france
demandait	VERB	demander
aux	ADP	au
Bourbons	NOUN	bourbons
après	ADP	après
l'	DET	le
Empire	NOUN	empire
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Ces	PRON	ce
garanties	NOUN	garantie
sont	VERB	être
une	DET	un
nécessité	NOUN	nécessité
des	ADP	du
temps	NOUN	temps
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Il	PRON	il
faut	VERB	falloir
bien	ADV	bien
les	PRON	la|le
accorder	VERB	accorder
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Les	DET	le
princes	NOUN	prince
les	DET	le
«	PUNCT	«
octroient	VERB	octroyer
»	PUNCT	»
,	PUNCT	,
mais	CONJ	mais
en	ADP	en
réalité	NOUN	réalité
c'	PRON	ce
est	VERB	être
la	DET	le
force	NOUN	force
des	ADP	du
choses	NOUN	chose
qui	PRON	qui
les	PRON	la|le
donne	VERB	donner
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Vérité	NOUN	vérité
profonde	ADJ	profond
et	CONJ	et
utile	ADJ	utile
à	ADP	à
savoir	VERB	savoir
,	PUNCT	,
dont	PRON	dont
les	DET	le
Stuarts	NOUN	stuarts
ne	ADV	ne
se	PRON	se
doutèrent	VERB	douter
pas	ADV	pas
en	ADP	en
1660	NUM	@card@
,	PUNCT	,
que	CONJ	que
les	DET	le
Bourbons	NOUN	bourbons
n'	ADV	ne
entrevirent	VERB	entrevoir
même	ADV	même
pas	ADV	pas
en	ADP	en
1814.	NOUN	@ord@
<EOS>	<EOS>	<EOS>
La	DET	le
famille	NOUN	famille
prédestinée	ADJ	prédestiné
qui	PRON	qui
revint	VERB	revenir
en	ADP	en
France	NOUN	france
quand	CONJ	quand
Napoléon	NOUN	napoléon
s'	PRON	se
écroula	VERB	écrouler
eut	VERB	avoir
la	DET	le
simplicité	NOUN	simplicité
fatale	ADJ	fatal
de	ADP	de
croire	VERB	croire
que	CONJ	que
c'	PRON	ce
était	VERB	être
elle	PRON	elle
qui	PRON	qui
donnait	VERB	donner
,	PUNCT	,
et	CONJ	et
que	CONJ	que
ce	PRON	ce
qu'	PRON	que
elle	PRON	elle
avait	VERB	avoir
donné	VERB	donner
elle	PRON	elle
pouvait	VERB	pouvoir
le	PRON	le
reprendre	VERB	reprendre
;	PUNCT	;
que	CONJ	que
la	DET	le
maison	NOUN	maison
de	ADP	de
Bourbon	NOUN	bourbon
possédait	VERB	posséder
le	DET	le
droit	NOUN	droit
divin	ADJ	divin
,	PUNCT	,
que	CONJ	que
la	DET	le
France	NOUN	france
ne	ADV	ne
possédait	VERB	posséder
rien	ADV	rien
;	PUNCT	;
et	CONJ	et
que	CONJ	que
le	DET	le
droit	NOUN	droit
politique	ADJ	politique
concédé	VERB	concéder
dans	ADP	dans
la	DET	le
charte	NOUN	charte
de	ADP	de
Louis	NOUN	louis
XVIII	NUM	xviii
n'	ADV	ne
était	VERB	être
autre	ADJ	autre
chose	NOUN	chose
qu'	CONJ	que
une	DET	un
branche	NOUN	branche
du	ADP	du
droit	NOUN	droit
divin	ADJ	divin
,	PUNCT	,
détachée	VERB	détacher
par	ADP	par
la	DET	le
maison	NOUN	maison
de	ADP	de
Bourbon	NOUN	bourbon
et	CONJ	et
gracieusement	ADV	gracieusement
donnée	VERB	donner
au	ADP	au
peuple	NOUN	peuple
jusqu'	ADP	jusque
au	ADP	au
jour	NOUN	jour
où	PRON	où
il	PRON	il
plairait	VERB	plaire
au	ADP	au
roi	NOUN	roi
de	ADP	de
s'	PRON	se
en	ADP	en
ressaisir	VERB	ressaisir
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Cependant	ADV	cependant
,	PUNCT	,
au	ADP	au
déplaisir	NOUN	déplaisir
que	CONJ	que
le	DET	le
don	NOUN	don
lui	PRON	lui
faisait	VERB	faire
,	PUNCT	,
la	DET	le
maison	NOUN	maison
de	ADP	de
Bourbon	NOUN	bourbon
aurait	VERB	avoir
dû	VERB	devoir
sentir	VERB	sentir
qu'	CONJ	que
il	PRON	il
ne	ADV	ne
venait	VERB	venir
pas	ADV	pas
d'	ADP	de
elle	PRON	elle
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Elle	PRON	elle
fut	VERB	être
hargneuse	ADJ	hargneux
au	ADP	au
dix-neuvième	NUM	dix-neuvième
siècle	NOUN	siècle
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Elle	PRON	elle
fit	VERB	faire
mauvaise	ADJ	mauvais
mine	NOUN	mine
à	ADP	à
chaque	PRON	chaque
épanouissement	NOUN	épanouissement
de	ADP	de
la	DET	le
nation	NOUN	nation
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Pour	ADP	pour
nous	PRON	nous
servir	VERB	servir
du	ADP	du
mot	NOUN	mot
trivial	ADJ	trivial
,	PUNCT	,
c'	PRON	ce
est-à-dire	ADV	est-à-dire
populaire	ADJ	populaire
et	CONJ	et
vrai	ADJ	vrai
,	PUNCT	,
elle	PRON	elle
rechigna	VERB	rechigner
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Le	DET	le
peuple	NOUN	peuple
le	PRON	le
vit	VERB	vivre
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Elle	PRON	elle
crut	VERB	croire
qu'	CONJ	que
elle	PRON	elle
avait	VERB	avoir
de	ADP	de
la	DET	le
force	NOUN	force
parce	CONJ	parce
que	CONJ	que
l'	DET	le
Empire	NOUN	empire
avait	VERB	avoir
été	VERB	être
emporté	VERB	emporter
devant	ADP	devant
elle	PRON	elle
comme	CONJ	comme
un	DET	un
châssis	NOUN	châssis
de	ADP	de
théâtre	NOUN	théâtre
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Elle	PRON	elle
ne	ADV	ne
s'	PRON	se
aperçut	VERB	apercevoir
pas	ADV	pas
qu'	CONJ	que
elle	PRON	elle
avait	VERB	avoir
été	VERB	être
apportée	VERB	apporter
elle	PRON	elle
-même	ADJ	même
de	ADP	de
la	DET	le
même	ADJ	même
façon	NOUN	façon
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Elle	PRON	elle
ne	ADV	ne
vit	VERB	vivre
pas	ADV	pas
qu'	CONJ	que
elle	PRON	elle
aussi	ADV	aussi
était	VERB	être
dans	ADP	dans
cette	PRON	ce
main	NOUN	main
qui	PRON	qui
avait	VERB	avoir
ôté	VERB	ôter
de	ADP	de
là	ADV	là
Napoléon	NOUN	napoléon
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Elle	PRON	elle
crut	VERB	croire
qu'	CONJ	que
elle	PRON	elle
avait	VERB	avoir
des	ADP	du
racines	NOUN	racine
parce	CONJ	parce
qu'	PRON	que
elle	PRON	elle
était	VERB	être
le	DET	le
passé	NOUN	passé
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Elle	PRON	elle
se	PRON	se
trompait	VERB	tromper
;	PUNCT	;
elle	PRON	elle
faisait	VERB	faire
partie	VERB	partir
du	ADP	du
passé	NOUN	passé
,	PUNCT	,
mais	CONJ	mais
tout	PRON	tout
le	DET	le
passé	NOUN	passé
,	PUNCT	,
c'	PRON	ce
était	VERB	être
la	DET	le
France	NOUN	france
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Les	DET	le
racines	NOUN	racine
de	ADP	de
la	DET	le
société	NOUN	société
française	ADJ	français
n'	ADV	ne
étaient	VERB	être
point	ADV	point
dans	ADP	dans
les	DET	le
Bourbons	NOUN	bourbons
,	PUNCT	,
mais	CONJ	mais
dans	ADP	dans
la	DET	le
nation	NOUN	nation
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Ces	PRON	ce
obscures	ADJ	obscur
et	CONJ	et
vivaces	ADJ	vivace
racines	NOUN	racine
ne	ADV	ne
constituaient	VERB	constituer
point	ADV	point
le	DET	le
droit	NOUN	droit
d'	ADP	de
une	DET	un
famille	NOUN	famille
,	PUNCT	,
mais	CONJ	mais
l'	DET	le
histoire	NOUN	histoire
d'	ADP	de
un	DET	un
peuple	NOUN	peuple
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Elles	PRON	elle
étaient	VERB	être
partout	ADV	partout
,	PUNCT	,
excepté	VERB	excepter
sous	ADP	sous
le	DET	le
trône	NOUN	trône
.	PUNCT	.
<EOS>	<EOS>	<EOS>
La	DET	le
maison	NOUN	maison
de	ADP	de
Bourbon	NOUN	bourbon
était	VERB	être
pour	ADP	pour
la	DET	le
France	NOUN	france
le	DET	le
nœud	NOUN	nœud
illustre	ADJ	illustre
et	CONJ	et
sanglant	VERB	sangler
de	ADP	de
son	PRON	son
histoire	NOUN	histoire
,	PUNCT	,
mais	CONJ	mais
n'	ADV	ne
était	VERB	être
plus	ADV	plus
l'	DET	le
élément	NOUN	élément
principal	ADJ	principal
de	ADP	de
sa	PRON	son
destinée	NOUN	destinée
et	CONJ	et
la	DET	le
base	NOUN	base
nécessaire	ADJ	nécessaire
de	ADP	de
sa	PRON	son
politique	NOUN	politique
.	PUNCT	.
<EOS>	<EOS>	<EOS>
On	PRON	on
pouvait	VERB	pouvoir
se	PRON	se
passer	VERB	passer
des	ADP	du
Bourbons	NOUN	bourbons
;	PUNCT	;
on	PRON	on
s'	PRON	se
en	PRON	en
était	VERB	être
passé	VERB	passer
vingt-deux	NUM	vingt-deux
ans	NOUN	an
;	PUNCT	;
il	PRON	il
y	PRON	y
avait	VERB	avoir
eu	VERB	avoir
solution	NOUN	solution
de	ADP	de
continuité	NOUN	continuité
;	PUNCT	;
ils	PRON	il
ne	ADV	ne
s'	PRON	se
en	PRON	en
doutaient	VERB	douter
pas	ADV	pas
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Et	CONJ	et
comment	ADV	comment
s'	PRON	se
en	PRON	en
seraient	VERB	être
-ils	PRON	il
doutés	VERB	douter
,	PUNCT	,
eux	PRON	eux
qui	PRON	qui
se	PRON	se
figuraient	VERB	figurer
que	CONJ	que
Louis	NOUN	louis
XVII	NUM	xvii
régnait	VERB	régner
le	DET	le
9	NUM	@card@
thermidor	NOUN	thermidor
et	CONJ	et
que	CONJ	que
Louis	NOUN	louis
XVIII	NUM	xviii
régnait	VERB	régner
le	DET	le
jour	NOUN	jour
de	ADP	de
Marengo	NOUN	marengo
?	PUNCT	?
<EOS>	<EOS>	<EOS>
Jamais	ADV	jamais
,	PUNCT	,
depuis	ADP	depuis
l'	DET	le
origine	NOUN	origine
de	ADP	de
l'	DET	le
histoire	NOUN	histoire
,	PUNCT	,
les	DET	le
princes	NOUN	prince
n'	ADV	ne
avaient	VERB	avoir
été	VERB	être
si	ADV	si
aveugles	ADJ	aveugle
en	ADP	en
présence	NOUN	présence
des	ADP	du
faits	NOUN	fait
et	CONJ	et
de	ADP	de
la	DET	le
portion	NOUN	portion
d'	ADP	de
autorité	NOUN	autorité
divine	ADJ	divin
que	CONJ	que
les	DET	le
faits	NOUN	fait
contiennent	VERB	contenir
et	CONJ	et
promulguent	VERB	promulguer
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Jamais	ADV	jamais
cette	PRON	ce
prétention	NOUN	prétention
d'	ADP	de
en	ADP	en
bas	ADV	bas
qu'	CONJ	que
on	PRON	on
appelle	VERB	appeler
le	DET	le
droit	NOUN	droit
des	ADP	du
rois	NOUN	roi
n'	ADV	ne
avait	VERB	avoir
nié	VERB	nier
à	ADP	à
ce	PRON	ce
point	NOUN	point
le	DET	le
droit	NOUN	droit
d'	ADP	de
en	ADP	en
haut	ADJ	haut
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Erreur	NOUN	erreur
capitale	ADJ	capital
qui	PRON	qui
amena	VERB	amener
cette	PRON	ce
famille	NOUN	famille
à	ADP	à
remettre	VERB	remettre
la	DET	le
main	NOUN	main
sur	ADP	sur
les	DET	le
garanties	NOUN	garantie
«	PUNCT	«
octroyées	VERB	octroyer
»	PUNCT	»
en	ADP	en
1814	NUM	@card@
,	PUNCT	,
sur	ADP	sur
les	DET	le
concessions	NOUN	concession
,	PUNCT	,
comme	CONJ	comme
elle	PRON	elle
les	PRON	la|le
qualifiait	VERB	qualifier
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Chose	NOUN	chose
triste	ADJ	triste
!	PUNCT	!
<EOS>	<EOS>	<EOS>
ce	PRON	ce
qu'	PRON	que
elle	PRON	elle
nommait	VERB	nommer
ses	PRON	son
concessions	NOUN	concession
,	PUNCT	,
c'	PRON	ce
étaient	VERB	être
nos	PRON	notre
conquêtes	NOUN	conquête
;	PUNCT	;
ce	PRON	ce
qu'	PRON	que
elle	PRON	elle
appelait	VERB	appeler
nos	PRON	notre
empiétements	NOUN	empiétement
,	PUNCT	,
c'	PRON	ce
étaient	VERB	être
nos	PRON	notre
droits	NOUN	droit
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Lorsque	CONJ	lorsque
l'	DET	le
heure	NOUN	heure
lui	PRON	lui
sembla	VERB	sembler
venue	VERB	venir
,	PUNCT	,
la	DET	le
Restauration	NOUN	restauration
,	PUNCT	,
se	PRON	se
supposant	VERB	supposer
victorieuse	ADJ	victorieux
de	ADP	de
Bonaparte	NOUN	bonaparte
et	CONJ	et
enracinée	VERB	enraciner
dans	ADP	dans
le	DET	le
pays	NOUN	pays
,	PUNCT	,
c'	PRON	ce
est-à-dire	ADV	est-à-dire
se	PRON	se
croyant	VERB	croire
forte	ADJ	fort
et	CONJ	et
se	PRON	se
croyant	VERB	croire
profonde	ADJ	profond
,	PUNCT	,
prit	VERB	prendre
brusquement	ADV	brusquement
son	PRON	son
parti	NOUN	parti
et	CONJ	et
risqua	VERB	risquer
son	PRON	son
coup	NOUN	coup
.	PUNCT	.
<EOS>	<EOS>	<EOS>
Un	DET	un
matin	NOUN	matin
elle	PRON	elle
se	PRON	se
dressa	VERB	dresser
en	ADP	en
face	NOUN	face
de	ADP	de
la	DET	le
France	NOUN	france
,	PUNCT	,
et	CONJ	et
,	PUNCT	,
élevant	VERB	élever
la	DET	le
voix	NOUN	voix
,	PUNCT	,
elle	PRON	elle
contesta	VERB	contester
le	DET	le
titre	NOUN	titre
collectif	ADJ	collectif
et	CONJ	et
le	DET	le
titre	NOUN	titre
individuel	ADJ	individuel
,	PUNCT	,
à	ADP	à
la	DET	le
nation	NOUN	nation
la	DET	le
souveraineté	NOUN	souveraineté
,	PUNCT	,
au	ADP	au
citoyen	NOUN	citoyen
la	DET	le
liberté	NOUN	liberté
.	PUNCT	.
<EOS>	<EOS>	<EOS>
En	ADP	en
d'	ADP	de
autres	ADJ	autre
termes	NOUN	terme
,	PUNCT	,
elle	PRON	elle
nia	VERB	nier
à	ADP	à
la	DET	le
nation	NOUN	nation
ce	PRON	ce
qui	PRON	qui
la	PRON	la
faisait	VERB	faire
nation	NOUN	nation
et	CONJ	et
